Abfluss	Abfluss	NN	negative	-/-/-	D
Abflussgraben	Abflussgraben	NN	negative	-/-/-	D
Abforderung	Abforderung	NN	negative	-/-/-	D
Abformung	Abformung	NN	negative	-/-/-	D
Abfuhr	Abfuhr	NN	negative	-/-0.3367/-	L
Abfuhren	Abfuhr	NN	negative	-/-0.3367/-	L
Abfaelle	Abfall	NN	negative	-/-0.0048/-	L
Abfaellen	Abfall	NN	negative	-/-0.0048/-	L
Abgabe	Abgabe	NN	negative	-/-/-	D
Abgang	Abgang	NN	negative	0/1/0	D
Abgas	Abgas	NN	negative	-/-/-	D
Abgaskanal	Abgaskanal	NN	negative	-/-/-	D
Abgeschiedenheit	Abgeschiedenheit	NN	negative	-/-/-	D
Abgeschlagenheit	Abgeschlagenheit	NN	negative	-/-/-	D
Abgespanntheit	Abgespanntheit	NN	negative	-/-/-	D
Abgestumpftheit	Abgestumpftheit	NN	negative	-/-/-	D
Abgrabung	Abgrabung	NN	negative	-/-/-	D
Abgrenzung	Abgrenzung	NN	negative	-/-/-	D
Abgrund	Abgrund	NN	negative	-/-0.3465/-	L
Abgunst	Abgunst	NN	negative	-/-/-	D
Abhaltung	Abhaltung	NN	negative	-/-/-	D
Abhaengigkeit	Abhaengigkeit	NN	negative	-/-0.3653/-	L
Abhaengigkeiten	Abhaengigkeit	NN	negative	-/-0.3653/-	L
Abhaengigkeitssyndrom	Abhaengigkeitssyndrom	NN	negative	-/-/-	D
Abhoergeraet	Abhoergeraet	NN	negative	-/-/-	D
Abhoersender	Abhoersender	NN	negative	-/-/-	D
Abhoerwanze	Abhoerwanze	NN	negative	-/-/-	D
Abkehr	Abkehr	NN	negative	-/-/-	D
Abklatsch	abklatschen	NN	negative	0/0.75/0.25	D
Abladeplatz	Abladeplatz	NN	negative	-/-/-	D
Ablagerung	Ablagerung	NN	negative	0/1/0	D
Ablass	Ablass	NN	negative	0/0/1	D
Ablehnung	Ablehnung	NN	negative	-/-0.5118/-	L
Ablehnungen	Ablehnung	NN	negative	-/-0.5118/-	L
Ablehnungsrecht	Ablehnungsrecht	NN	negative	-/-/-	D
Ableitung	Ableitung	NN	negative	-/-/-	D
Ablenkung	Ablenkung	NN	negative	-/-0.0435/-	L
Ablenkungen	Ablenkung	NN	negative	-/-0.0435/-	L
Ablaeutern	Ablaeutern	NN	negative	-/-/-	D
Abmagerung	Abmagerung	NN	negative	-/-/-	D
Abmahnung	Abmahnung	NN	negative	-/-/-	D
Abnahme	Abnahme	NN	negative	-/-0.0048/-	L
Abnahmen	Abnahme	NN	negative	-/-0.0048/-	L
Abnahmeverweigerung	Abnahmeverweigerung	NN	negative	-/-/-	D
Abneigung	Abneigung	NN	negative	-/-0.0048/-	L
Abneigungen	Abneigung	NN	negative	-/-0.0048/-	L
Abnutzung	Abnutzung	NN	negative	-/-0.0048/-	L
Abnuetzung	Abnuetzung	NN	negative	0/1/0	D
Abquetschgrat	Abquetschgrat	NN	negative	-/-/-	D
Abquetschring	Abquetschring	NN	negative	-/-/-	D
Abrasivstoff	Abrasivstoff	NN	negative	-/-/-	D
Abraum	Abraum	NN	negative	-/-/-	D
Abrede	Abrede	NN	negative	1/0/0	D
Abriegelung	Abriegelung	NN	negative	-/-/-	D
Abriss	Abriss	NN	negative	-/-0.0048/-	L
Abrisse	Abriss	NN	negative	-/-0.0048/-	L
Abrissen	Abriss	NN	negative	-/-0.0048/-	L
Abrisses	Abriss	NN	negative	-/-0.0048/-	L
Abrisss	Abriss	NN	negative	-/-0.0048/-	L
Abrutsch	Abrutsch	NN	negative	-/-0.0048/-	L
Abrutsche	Abrutsch	NN	negative	-/-0.0048/-	L
Abrutschen	Abrutsch	NN	negative	-/-0.0048/-	L
Abrutsches	Abrutsch	NN	negative	-/-0.0048/-	L
Abrutschs	Abrutsch	NN	negative	-/-0.0048/-	L
Absackung	Absackung	NN	negative	-/-/-	D
Absatz	Absatz	NN	negative	-/-/-	D
Abschaffung	Abschaffung	NN	negative	-/-0.058/-	L
Abschaffungen	Abschaffung	NN	negative	-/-0.058/-	L
Abschaltung	Abschaltung	NN	negative	0.333333/0/0.666667	D
Abschaum	Abschaum	NN	negative	-/-/-	D
Abscheu	Abscheu	NN	negative	-/-/-	D
Abscheulichkeit	Abscheulichkeit	NN	negative	-/-/-	D
Abschreckung	Abschreckung	NN	negative	-/-0.0048/-	L
Abschreckungen	Abschreckung	NN	negative	-/-0.0048/-	L
Abschreckungsmittel	Abschreckungsmittel	NN	negative	-/-/-	D
Abschreibung	Abschreibung	NN	negative	-/-0.3345/-	L
Abschreibungen	Abschreibung	NN	negative	-/-0.3345/-	L
Abschroter	Abschroter	NN	negative	-/-/-	D
Abschuss	Abschuss	NN	negative	-/-/-	D
Abschuss	Abschuss	NN	negative	-/-0.0048/-	L
Abschwung	Abschwung	NN	negative	-/-/-	D
Abschwaechung	Abschwaechung	NN	negative	-/-0.1935/-	L
Abschwaechungen	Abschwaechung	NN	negative	-/-0.1935/-	L
Abschaetzung	Abschaetzung	NN	negative	-/-/-	D
Absenkung	Absenkung	NN	negative	-/-0.3434/-	L
Absenkungen	Absenkung	NN	negative	-/-0.3434/-	L
Absetzung	Absetzung	NN	negative	-/-/-	D
Absonderung	Absonderung	NN	negative	-/-/-	D
Abspaltung	Abspaltung	NN	negative	-/-0.0048/-	L
Abspaltungen	Abspaltung	NN	negative	-/-0.0048/-	L
Absperrung	Absperrung	NN	negative	-/-0.0048/-	L
Absperrungen	Absperrung	NN	negative	-/-0.0048/-	L
Abstieg	Abstieg	NN	negative	-/-0.3215/-	L
Abstiege	Abstieg	NN	negative	-/-0.3215/-	L
Abstiegen	Abstieg	NN	negative	-/-0.3215/-	L
Abstieges	Abstieg	NN	negative	-/-0.3215/-	L
Abstiegs	Abstieg	NN	negative	-/-0.3215/-	L
Abstoss	Abstoss	NN	negative	-/-0.0048/-	L
Abstosses	Abstoss	NN	negative	-/-0.0048/-	L
Abstosss	Abstoss	NN	negative	-/-0.0048/-	L
Abstrich	Abstrich	NN	negative	-/-0.3201/-	L
Abstriche	Abstrich	NN	negative	-/-0.3201/-	L
Abstrichen	Abstrich	NN	negative	-/-0.3201/-	L
Abstriches	Abstrich	NN	negative	-/-0.3201/-	L
Abstrichs	Abstrich	NN	negative	-/-0.3201/-	L
Abstufung	Abstufung	NN	negative	0.333333/0.666667/0	D
Abstumpfung	Abstumpfung	NN	negative	-/-0.0048/-	L
Absturz	Absturz	NN	negative	-/-0.4739/-	L
Absturzes	Absturz	NN	negative	-/-0.4739/-	L
Absturzs	Absturz	NN	negative	-/-0.4739/-	L
Abstoesse	Abstoss	NN	negative	-/-0.0048/-	L
Abstoessen	Abstoss	NN	negative	-/-0.0048/-	L
Abstuerze	Absturz	NN	negative	-/-0.4739/-	L
Abstuerzen	Absturz	NN	negative	-/-0.4739/-	L
Absurditaet	Absurditaet	NN	negative	-/-0.0048/-	L
Absurditaeten	Absurditaet	NN	negative	-/-0.0048/-	L
Abtrag	Abtrag	NN	negative	-/-/-	D
Abtragung	Abtragung	NN	negative	-/-/-	D
Abtreibungsgegner	Abtreibungsgegner	NN	negative	-/-/-	D
Abtruennigkeit	Abtruennigkeit	NN	negative	-/-/-	D
Aburteilung	Aburteilung	NN	negative	-/-/-	D
Abweg	Abweg	NN	negative	-/-/-	D
Abwehr	Abwehr	NN	negative	-/-/-	D
Abwehrkampf	Abwehrkampf	NN	negative	-/-/-	D
Abwehrschanze	Abwehrschanze	NN	negative	-/-/-	D
Abweichler	Abweichler	NN	negative	-/-/-	D
Abweichlerin	Abweichlerin	NN	negative	-/-/-	D
Abweichung	Abweichung	NN	negative	-/-0.3462/-	L
Abweichungen	Abweichung	NN	negative	-/-0.3462/-	L
Abweisung	Abweisung	NN	negative	-/-0.0048/-	L
Abweisungen	Abweisung	NN	negative	-/-0.0048/-	L
Abwendung	Abwendung	NN	negative	-/-/-	D
Abwertung	Abwertung	NN	negative	-/-0.3283/-	L
Abwertungen	Abwertung	NN	negative	-/-0.3283/-	L
Abwesende	Abwesende	NN	negative	-/-/-	D
Abwesenheit	Abwesenheit	NN	negative	0/1/0	D
Abwaertstrend	Abwaertstrend	NN	negative	-/-0.1941/-	L
Abzocke	Abzocke	NN	negative	-/-0.0048/-	L
Abzug	Abzug	NN	negative	0.388889/0.0555556/0.555556	D
Abzweig	abzweigen	NN	negative	-/-/-	D
Ach	ach	NN	negative	0.5/0.416667/0.0833333	D
Achillessehne	Achillessehne	NN	negative	-/-/-	D
Achselzucken	Achselzucken	NN	negative	-/-/-	D
Achterbahn	Achterbahn	NN	negative	-/-/-	D
Achterliek	Achterliek	NN	negative	-/-/-	D
Achtlosigkeit	Achtlosigkeit	NN	negative	-/-0.0048/-	L
Achtung	Achtung	NN	negative	0.257143/0.457143/0.285714	D
Aderlasser	Aderlasser	NN	negative	-/-/-	D
Advokatur	Advokatur	NN	negative	-/-/-	D
Affe	Affe	NN	negative	0/0.666667/0.333333	D
Affektiertheit	Affektiertheit	NN	negative	-/-/-	D
Affentheater	Affentheater	NN	negative	-/-/-	D
Affenzahn	Affenzahn	NN	negative	-/-/-	D
Affront	Affront	NN	negative	-/-/-	D
Affaere	Affaere	NN	negative	-/-0.1794/-	L
Affaeren	Affaere	NN	negative	-/-0.1794/-	L
Aggression	Aggression	NN	negative	-/-0.4889/-	L
Aggressionen	Aggression	NN	negative	-/-0.4889/-	L
Aggressivitaet	Aggressivitaet	NN	negative	-/-0.1958/-	L
Aggressivitaeten	Aggressivitaet	NN	negative	-/-0.1958/-	L
Aggressor	Aggressor	NN	negative	-/-0.3155/-	L
Aggressoren	Aggressor	NN	negative	-/-0.3155/-	L
Aggressors	Aggressor	NN	negative	-/-0.3155/-	L
Agitatio	Agitatio	NN	negative	-/-/-	D
Agitation	Agitation	NN	negative	-/-0.0048/-	L
Agitationen	Agitation	NN	negative	-/-0.0048/-	L
Agitator	Agitator	NN	negative	-/-/-	D
Agonie	Agonie	NE	negative	-/-/-	D
Ahndung	Ahndung	NN	negative	-/-/-	D
Ahnungslosigkeit	Ahnungslosigkeit	NN	negative	-/-/-	D
Aids-Erkrankung	Aids-Erkrankung	NN	negative	-/-/-	D
Aids-Infizierte	Aids-Infizierte	NN	negative	-/-/-	D
Akzeptierverweigerung	Akzeptierverweigerung	NN	negative	-/-/-	D
Alarm	Alarm	NN	negative	-/-0.0048/-	L
Alarmbereitschaft	Alarmbereitschaft	NN	negative	-/-/-	D
Alarme	Alarm	NN	negative	-/-0.0048/-	L
Alarmen	Alarm	NN	negative	-/-0.0048/-	L
Alarmes	Alarm	NN	negative	-/-0.0048/-	L
Alarmierung	Alarmierung	NN	negative	-/-/-	D
Alarmruf	Alarmruf	NN	negative	-/-/-	D
Alarms	Alarm	NN	negative	-/-0.0048/-	L
Alarmsignal	Alarmsignal	NN	negative	0/1/0	D
Alarmzustand	Alarmzustand	NN	negative	-/-/-	D
Albernheit	Albernheit	NN	negative	-/-/-	D
Albtraum	Albtraum	NN	negative	0/1/0	D
Alkoholparanoia	Alkoholparanoia	NN	negative	-/-/-	D
Allantoisparasit	Allantoisparasit	NN	negative	-/-/-	D
Alleinherrscher	Alleinherrscher	NN	negative	-/-/-	D
Alleinherrscherin	Alleinherrscherin	NN	negative	-/-/-	D
Alleinsein	Alleinsein	NN	negative	-/-/-	D
Almosen	Almosen	NN	negative	-/-/-	D
Almosenempfaenger	Almosenempfaenger	NN	negative	-/-/-	D
Almosenempfaengerin	Almosenempfaengerin	NN	negative	-/-/-	D
Alptraum	Alptraum	NN	negative	-/-0.0048/-	L
Alptraumes	Alptraum	NN	negative	-/-0.0048/-	L
Alptraums	Alptraum	NN	negative	-/-0.0048/-	L
Alptraeume	Alptraum	NN	negative	-/-0.0048/-	L
Alptraeumen	Alptraum	NN	negative	-/-0.0048/-	L
Altern	Alter	NN	negative	0.307692/0.538462/0.153846	D
Alterskachexie	Alterskachexie	NN	negative	-/-/-	D
Altersschwaeche	Altersschwaeche	NN	negative	0/0.5/0.5	D
Alterung	Alterung	NN	negative	-/-/-	D
Altlast	Altlast	NN	negative	-/-/-	D
Altstoff	Altstoff	NN	negative	-/-/-	D
Altweibergeschwaetz	Altweibergeschwaetz	NN	negative	-/-/-	D
Amateur	Amateur	NN	negative	-/-0.0048/-	L
Amateure	Amateur	NN	negative	-/-0.0048/-	L
Amateuren	Amateur	NN	negative	-/-0.0048/-	L
Amateurs	Amateur	NN	negative	-/-0.0048/-	L
Ambiguitaet	Ambiguitaet	NN	negative	-/-/-	D
Ambivalenz	Ambivalenz	NN	negative	-/-0.3266/-	L
Ambivalenzen	Ambivalenz	NN	negative	-/-0.3266/-	L
Amnestie	Amnestie	NN	negative	-/-/-	D
Amoklauf	Amoklauf	NN	negative	-/-/-	D
Amortisation	Amortisation	NN	negative	-/-/-	D
Amortisierung	Amortisierung	NN	negative	-/-/-	D
Analphabet	Analphabet	NN	negative	-/-/-	D
Analphabetin	Analphabetin	NN	negative	-/-/-	D
Anarchie	Anarchie	NN	negative	-/-/-	D
Anarchismus	Anarchismus	NN	negative	-/-/-	D
Anarchist	Anarchist	NN	negative	-/-/-	D
Anarchistin	Anarchistin	NN	negative	-/-/-	D
Anbruch	Anbruch	NN	negative	-/-/-	D
Andersdenkende	andersdenkend	NN	negative	-/-/-	D
Andeutung	Andeutung	NN	negative	0/0/1	D
Androhung	Androhung	NN	negative	-/-0.0048/-	L
Androhungen	Androhung	NN	negative	-/-0.0048/-	L
Anfall	Anfall	NN	negative	-/-/-	D
Anfechtung	Anfechtung	NN	negative	-/-/-	D
Anfeindung	Anfeindung	NN	negative	-/-/-	D
Anfressung	Anfressung	NN	negative	-/-/-	D
Anfaelligkeit	Anfaelligkeit	NN	negative	-/-0.0048/-	L
Angabe	Angabe	NN	negative	0.105263/0.578947/0.315789	D
Angeber	Angeber	NN	negative	-/-/-	D
Angeberei	Angeberei	NN	negative	-/-/-	D
Angeberin	Angeberin	NN	negative	-/-/-	D
Angreifer	Angreifer	NN	negative	-/-0.0048/-	L
Angreifern	Angreifer	NN	negative	-/-0.0048/-	L
Angreifers	Angreifer	NN	negative	-/-0.0048/-	L
Angriff	Angriff	NN	negative	-/-0.212/-	L
Angriffe	Angriff	NN	negative	-/-0.212/-	L
Angriffen	Angriff	NN	negative	-/-0.212/-	L
Angriffes	Angriff	NN	negative	-/-0.212/-	L
Angriffs	Angriff	NN	negative	-/-0.212/-	L
Angriffslust	Angriffslust	NN	negative	-/-/-	D
Angst	Angst	NN	negative	-/-0.514/-	L
Angste	Angst	NN	negative	-/-0.514/-	L
Angsten	Angst	NN	negative	-/-0.514/-	L
Angstgefuehl	Angstgefuehl	NN	negative	-/-/-	D
Angsthase	Angsthase	NN	negative	-/-/-	D
Anhaenglichkeit	Anhaenglichkeit	NN	negative	-/-/-	D
Anhaeufung	Anhaeufung	NN	negative	-/-/-	D
Animositaet	Animositaet	NN	negative	-/-/-	D
Animus	Animus	NN	negative	-/-/-	D
Anklage	Anklage	NN	negative	-/-0.3468/-	L
Anklagen	Anklage	NN	negative	-/-0.3468/-	L
Anklageschrift	Anklageschrift	NN	negative	-/-/-	D
Anliegen	Anliegen	NN	negative	0.25/0.5/0.25	D
Anmassung	Anmassung	NN	negative	-/-0.0048/-	L
Anmassungen	Anmassung	NN	negative	-/-0.0048/-	L
Annahmeverweigerung	Annahmeverweigerung	NN	negative	-/-/-	D
Annihilation	Annihilation	NN	negative	-/-/-	D
Annullierung	Annullierung	NN	negative	-/-0.0048/-	L
Annullierungen	Annullierung	NN	negative	-/-0.0048/-	L
Anomalie	Anomalie	NN	negative	-/-0.0048/-	L
Anomalien	Anomalie	NN	negative	-/-0.0048/-	L
Anordnung	Anordnung	NN	negative	0/1/0	D
Anprangerung	Anprangerung	NN	negative	-/-/-	D
Anrechnung	Anrechnung	NN	negative	1/0/0	D
Anreisser	Anreisser	NN	negative	-/-/-	D
Anriss	anreissen	NN	negative	1/0/0	D
Anschiss	anscheissen	NN	negative	-/-/-	D
Anschlag	Anschlag	NN	negative	0/0.6/0.4	D
Anschoppung	Anschoppung	NN	negative	-/-/-	D
Anschuldigung	Anschuldigung	NN	negative	-/-/-	D
Anspannung	Anspannung	NN	negative	-/-0.0048/-	L
Anspannungen	Anspannung	NN	negative	-/-0.0048/-	L
Anspielung	Anspielung	NN	negative	1/0/0	D
Ansprechschwelle	Ansprechschwelle	NN	negative	-/-/-	D
Anspruchsberechtigte	Anspruchsberechtigte	NN	negative	-/-/-	D
Anspruchslosigkeit	Anspruchslosigkeit	NN	negative	-/-/-	D
Anstauchen	Anstauchen	NN	negative	-/-/-	D
Ansteckungskraft	Ansteckungskraft	NN	negative	-/-/-	D
Anstifter	Anstifter	NN	negative	-/-/-	D
Anstrengung	Anstrengung	NN	negative	-/-0.0048/-	L
Anstrengungen	Anstrengung	NN	negative	-/-0.0048/-	L
Anstoessigkeit	Anstoessigkeit	NN	negative	-/-/-	D
Antagonismus	Antagonismus	NN	negative	-/-/-	D
Antagonist	Antagonist	NN	negative	-/-/-	D
Anteilnahme	Anteilnahme	NN	negative	-/-/-	D
Anti	Anti	NN	negative	0.142857/0.571429/0.285714	D
Antifaschist	Antifaschist	NN	negative	-/-/-	D
Antikriegsdemonstration	Antikriegsdemonstration	NN	negative	-/-/-	D
Antipathie	Antipathie	NN	negative	-/-0.0048/-	L
Antipathien	Antipathie	NN	negative	-/-0.0048/-	L
Anwaltschaft	Anwaltschaft	NN	negative	-/-/-	D
Anwaltsstand	Anwaltsstand	NN	negative	-/-/-	D
Anzeichen	Anzeichen	NN	negative	-/-/-	D
Anzueglichkeit	Anzueglichkeit	NN	negative	-/-/-	D
Apathie	Apathie	NN	negative	-/-/-	D
Apokalypse	Apokalypse	NN	negative	-/-/-	D
Apologet	Apologet	NN	negative	-/-/-	D
Appell	Appell	NN	negative	-/-/-	D
Arbeitslose	Arbeitslose	NN	negative	-/-0.3549/-	L
Arbeitslosen	Arbeitslose	NN	negative	-/-0.3549/-	L
Arbeitslosigkeit	Arbeitslosigkeit	NN	negative	-/-0.3654/-	L
Arbeitsunfaehigkeit	Arbeitsunfaehigkeit	NN	negative	-/-/-	D
Arglist	Arglist	NN	negative	-/-/-	D
Arglose	arglos	NN	negative	-/-/-	D
Arglosigkeit	Arglosigkeit	NN	negative	-/-/-	D
Argwohn	Argwohn	NN	negative	-/-/-	D
Armierung	Armierung	NN	negative	-/-/-	D
Armseligkeit	Armseligkeit	NN	negative	-/-/-	D
Armut	Armut	NN	negative	-/-0.2038/-	L
Arrest	Arrest	NN	negative	-/-/-	D
Arrestant	Arrestant	NN	negative	-/-/-	D
Arroganz	Arroganz	NN	negative	-/-0.3289/-	L
Arsch	Arsch	NN	negative	-/-/-	D
Arschloch	Arschloch	NN	negative	-/-0.1901/-	L
Arschloches	Arschloch	NN	negative	-/-0.1901/-	L
Arschlochs	Arschloch	NN	negative	-/-0.1901/-	L
Arschloecher	Arschloch	NN	negative	-/-0.1901/-	L
Arschloechern	Arschloch	NN	negative	-/-0.1901/-	L
Assassine	Assassine	NN	negative	-/-/-	D
Atemlosigkeit	Atemlosigkeit	NN	negative	-/-/-	D
Atemnot	Atemnot	NN	negative	-/-/-	D
Atombombe	Atombombe	NN	negative	-/-/-	D
Atrophie	Atrophie	NN	negative	-/-/-	D
Attacke	Attacke	NN	negative	-/-0.47/-	L
Attacken	Attacke	NN	negative	-/-0.47/-	L
Attest	Attest	NN	negative	-/-/-	D
Attituede	Attituede	NN	negative	0.5/0/0.5	D
Attrappe	Attrappe	NN	negative	-/-/-	D
Aufdeckung	Aufdeckung	NN	negative	-/-/-	D
Auferlegung	Auferlegung	NN	negative	-/-/-	D
Aufforderung	Aufforderung	NN	negative	-/-/-	D
Aufforderungscharakter	Aufforderungscharakter	NN	negative	-/-/-	D
Aufgabe	Aufgabe	NN	negative	0.4/0.2/0.4	D
Aufgeber	Aufgeber	NN	negative	-/-/-	D
Aufgliederung	Aufgliederung	NN	negative	-/-/-	D
Aufhebens	Aufheben	NN	negative	0.1/0.6/0.3	D
Aufhebung	Aufhebung	NN	negative	-/-0.0048/-	L
Aufhebungen	Aufhebung	NN	negative	-/-0.0048/-	L
Aufhetzer	Aufhetzer	NN	negative	-/-/-	D
Auflage	Auflage	NN	negative	0/0.666667/0.333333	D
Auflegung	Auflegung	NN	negative	-/-/-	D
Auflehnung	Auflehnung	NN	negative	-/-/-	D
Aufloesung	Aufloesung	NN	negative	-/-0.0048/-	L
Aufloesungen	Aufloesung	NN	negative	-/-0.0048/-	L
Aufloesungszeichen	Aufloesungszeichen	NN	negative	-/-/-	D
Aufopferung	Aufopferung	NN	negative	-/-/-	D
Aufpasser	Aufpasser	NN	negative	-/-/-	D
Aufpasserin	Aufpasserin	NN	negative	-/-/-	D
Aufprall	Aufprall	NN	negative	-/-/-	D
Aufpreis	Aufpreis	NN	negative	0/0.666667/0.333333	D
Aufregung	Aufregung	NN	negative	-/-0.0386/-	L
Aufregungen	Aufregung	NN	negative	-/-0.0386/-	L
Aufreizung	Aufreizung	NN	negative	-/-/-	D
Aufriss	aufreissen	NN	negative	0/0/1	D
Aufruhr	Aufruhr	NN	negative	-/-0.0048/-	L
Aufruhre	Aufruhr	NN	negative	-/-0.0048/-	L
Aufruhren	Aufruhr	NN	negative	-/-0.0048/-	L
Aufruhres	Aufruhr	NN	negative	-/-0.0048/-	L
Aufruhrs	Aufruhr	NN	negative	-/-0.0048/-	L
Aufruestung	Aufruestung	NN	negative	-/-/-	D
Aufschaltung	Aufschaltung	NN	negative	-/-/-	D
Aufschneider	Aufschneider	NN	negative	-/-/-	D
Aufschrei	Aufschrei	NN	negative	-/-0.0048/-	L
Aufschreie	Aufschrei	NN	negative	-/-0.0048/-	L
Aufschreien	Aufschrei	NN	negative	-/-0.0048/-	L
Aufschreies	Aufschrei	NN	negative	-/-0.0048/-	L
Aufschreis	Aufschrei	NN	negative	-/-0.0048/-	L
Aufschub	Aufschub	NN	negative	-/-/-	D
Aufsehen	Aufsehen	NN	negative	-/-/-	D
Aufsicht	Aufsicht	NN	negative	0/0.5/0.5	D
Aufsichtsfuehrung	Aufsichtsfuehrung	NN	negative	-/-/-	D
Aufspaltung	Aufspaltung	NN	negative	-/-/-	D
Aufstand	Aufstand	NN	negative	-/-0.0048/-	L
Aufstande	Aufstand	NN	negative	-/-0.0048/-	L
Aufstanden	Aufstand	NN	negative	-/-0.0048/-	L
Aufstandes	Aufstand	NN	negative	-/-0.0048/-	L
Aufstands	Aufstand	NN	negative	-/-0.0048/-	L
Aufstaende	Aufstand	NN	negative	-/-0.0048/-	L
Aufstaenden	Aufstand	NN	negative	-/-0.0048/-	L
Aufstuerzung	Aufstuerzung	NN	negative	-/-/-	D
Aufsaessige	aufsaessig	NN	negative	-/-/-	D
Aufwallung	Aufwallung	NN	negative	-/-/-	D
Aufwiegler	Aufwiegler	NN	negative	-/-/-	D
Augenschraube	Augenschraube	NN	negative	-/-/-	D
Augenwischerei	Augenwischerei	NN	negative	-/-/-	D
Ausbesserung	Ausbesserung	NN	negative	-/-/-	D
Ausbeulung	Ausbeulung	NN	negative	-/-/-	D
Ausbeute	Ausbeute	NN	negative	-/-0.1894/-	L
Ausbeuten	Ausbeute	NN	negative	-/-0.1894/-	L
Ausbeuter	Ausbeuter	NN	negative	-/-0.0048/-	L
Ausbeuterei	Ausbeuterei	NN	negative	-/-/-	D
Ausbeutern	Ausbeuter	NN	negative	-/-0.0048/-	L
Ausbeuters	Ausbeuter	NN	negative	-/-0.0048/-	L
Ausbeutung	Ausbeutung	NN	negative	-/-0.0048/-	L
Ausbeutungen	Ausbeutung	NN	negative	-/-0.0048/-	L
Ausblasung	Ausblasung	NN	negative	-/-/-	D
Ausbleiben	Ausbleiben	NN	negative	-/-/-	D
Ausbruch	Ausbruch	NN	negative	-/-0.0048/-	L
Ausbruches	Ausbruch	NN	negative	-/-0.0048/-	L
Ausbruchkanal	Ausbruchkanal	NN	negative	-/-/-	D
Ausbruchs	Ausbruch	NN	negative	-/-0.0048/-	L
Ausbrueche	Ausbruch	NN	negative	-/-0.0048/-	L
Ausbruechen	Ausbruch	NN	negative	-/-0.0048/-	L
Ausdehnungsbehinderung	Ausdehnungsbehinderung	NN	negative	-/-/-	D
Auseinandersetzung	Auseinandersetzung	NN	negative	-/-0.0603/-	L
Auseinandersetzungen	Auseinandersetzung	NN	negative	-/-0.0603/-	L
Ausfall	Ausfall	NN	negative	-/-0.2164/-	L
Ausfalles	Ausfall	NN	negative	-/-0.2164/-	L
Ausfalls	Ausfall	NN	negative	-/-0.2164/-	L
Ausflucht	Ausflucht	NN	negative	-/-/-	D
Ausfluss	Ausfluss	NN	negative	-/-/-	D
Ausfluechte	Ausflucht	NN	negative	-/-/-	D
Ausfaelle	Ausfall	NN	negative	-/-0.2164/-	L
Ausfaellen	Ausfall	NN	negative	-/-0.2164/-	L
Ausfaellung	Ausfaellung	NN	negative	-/-/-	D
Ausfuehrungsmaengel	Ausfuehrungsmangel	NN	negative	-/-/-	D
Ausgemusterte	ausgemustert	NN	negative	0/0/1	D
Ausgestossene	ausgestossen	NN	negative	-/-/-	D
Ausgrenzung	Ausgrenzung	NN	negative	-/-0.626/-	L
Aushaendigung	Aushaendigung	NN	negative	-/-/-	D
Aushoehlung	Aushoehlung	NN	negative	-/-/-	D
Auslassung	Auslassung	NN	negative	-/-/-	D
Auslauf	Auslauf	NN	negative	0/1/0	D
